"","X","continent","location","month","day","year","total_cases","new_cases","total_deaths","new_deaths","total_vaccinations","people_vaccinated"
"1",1,"Asia","Afghanistan",2,24,2020,1,1,NA,NA,NA,NA
"2",2,"Asia","Afghanistan",2,25,2020,1,0,NA,NA,NA,NA
"3",3,"Asia","Afghanistan",2,26,2020,1,0,NA,NA,NA,NA
"4",4,"Asia","Afghanistan",2,27,2020,1,0,NA,NA,NA,NA
"5",5,"Asia","Afghanistan",2,28,2020,1,0,NA,NA,NA,NA
"6",6,"Asia","Afghanistan",2,29,2020,1,0,NA,NA,NA,NA
"7",7,"Asia","Afghanistan",3,1,2020,1,0,NA,NA,NA,NA
"8",8,"Asia","Afghanistan",3,2,2020,1,0,NA,NA,NA,NA
"9",9,"Asia","Afghanistan",3,3,2020,2,1,NA,NA,NA,NA
"10",10,"Asia","Afghanistan",3,4,2020,4,2,NA,NA,NA,NA
"11",11,"Asia","Afghanistan",3,5,2020,4,0,NA,NA,NA,NA
"12",12,"Asia","Afghanistan",3,6,2020,4,0,NA,NA,NA,NA
"13",13,"Asia","Afghanistan",3,7,2020,4,0,NA,NA,NA,NA
"14",14,"Asia","Afghanistan",3,8,2020,5,1,NA,NA,NA,NA
"15",15,"Asia","Afghanistan",3,9,2020,7,2,NA,NA,NA,NA
"16",16,"Asia","Afghanistan",3,10,2020,8,1,NA,NA,NA,NA
"17",17,"Asia","Afghanistan",3,11,2020,11,3,NA,NA,NA,NA
"18",18,"Asia","Afghanistan",3,12,2020,12,1,NA,NA,NA,NA
"19",19,"Asia","Afghanistan",3,13,2020,13,1,NA,NA,NA,NA
"20",20,"Asia","Afghanistan",3,14,2020,15,2,NA,NA,NA,NA
"21",21,"Asia","Afghanistan",3,15,2020,16,1,NA,NA,NA,NA
"22",22,"Asia","Afghanistan",3,16,2020,18,2,NA,NA,NA,NA
"23",23,"Asia","Afghanistan",3,17,2020,20,2,NA,NA,NA,NA
"24",24,"Asia","Afghanistan",3,18,2020,24,4,NA,NA,NA,NA
"25",25,"Asia","Afghanistan",3,19,2020,25,1,NA,NA,NA,NA
"26",26,"Asia","Afghanistan",3,20,2020,29,4,NA,NA,NA,NA
"27",27,"Asia","Afghanistan",3,21,2020,30,1,NA,NA,NA,NA
"28",28,"Asia","Afghanistan",3,22,2020,34,4,1,1,NA,NA
"29",29,"Asia","Afghanistan",3,23,2020,41,7,1,0,NA,NA
"30",30,"Asia","Afghanistan",3,24,2020,43,2,1,0,NA,NA
"31",31,"Asia","Afghanistan",3,25,2020,76,33,2,1,NA,NA
"32",32,"Asia","Afghanistan",3,26,2020,80,4,3,1,NA,NA
"33",33,"Asia","Afghanistan",3,27,2020,91,11,3,0,NA,NA
"34",34,"Asia","Afghanistan",3,28,2020,107,16,4,1,NA,NA
"35",35,"Asia","Afghanistan",3,29,2020,118,11,4,0,NA,NA
"36",36,"Asia","Afghanistan",3,30,2020,146,28,4,0,NA,NA
"37",37,"Asia","Afghanistan",3,31,2020,175,29,4,0,NA,NA
"38",38,"Asia","Afghanistan",4,1,2020,197,22,4,0,NA,NA
"39",39,"Asia","Afghanistan",4,2,2020,240,43,4,0,NA,NA
"40",40,"Asia","Afghanistan",4,3,2020,275,35,8,4,NA,NA
"41",41,"Asia","Afghanistan",4,4,2020,300,25,10,2,NA,NA
"42",42,"Asia","Afghanistan",4,5,2020,338,38,12,2,NA,NA
"43",43,"Asia","Afghanistan",4,6,2020,368,30,15,3,NA,NA
"44",44,"Asia","Afghanistan",4,7,2020,424,56,16,1,NA,NA
"45",45,"Asia","Afghanistan",4,8,2020,445,21,16,0,NA,NA
"46",46,"Asia","Afghanistan",4,9,2020,485,40,17,1,NA,NA
"47",47,"Asia","Afghanistan",4,10,2020,532,47,18,1,NA,NA
"48",48,"Asia","Afghanistan",4,11,2020,556,24,18,0,NA,NA
"49",49,"Asia","Afghanistan",4,12,2020,608,52,19,1,NA,NA
"50",50,"Asia","Afghanistan",4,13,2020,666,58,22,3,NA,NA
"51",51,"Asia","Afghanistan",4,14,2020,715,49,23,1,NA,NA
"52",52,"Asia","Afghanistan",4,15,2020,785,70,29,6,NA,NA
"53",53,"Asia","Afghanistan",4,16,2020,841,56,30,1,NA,NA
"54",54,"Asia","Afghanistan",4,17,2020,907,66,30,0,NA,NA
"55",55,"Asia","Afghanistan",4,18,2020,934,27,30,0,NA,NA
"56",56,"Asia","Afghanistan",4,19,2020,997,63,33,3,NA,NA
"57",57,"Asia","Afghanistan",4,20,2020,1027,30,36,3,NA,NA
"58",58,"Asia","Afghanistan",4,21,2020,1093,66,36,0,NA,NA
"59",59,"Asia","Afghanistan",4,22,2020,1177,84,40,4,NA,NA
"60",60,"Asia","Afghanistan",4,23,2020,1236,59,40,0,NA,NA
"61",61,"Asia","Afghanistan",4,24,2020,1331,95,43,3,NA,NA
"62",62,"Asia","Afghanistan",4,25,2020,1464,133,47,4,NA,NA
"63",63,"Asia","Afghanistan",4,26,2020,1532,68,52,5,NA,NA
"64",64,"Asia","Afghanistan",4,27,2020,1704,172,58,6,NA,NA
"65",65,"Asia","Afghanistan",4,28,2020,1830,126,59,1,NA,NA
"66",66,"Asia","Afghanistan",4,29,2020,1940,110,61,2,NA,NA
"67",67,"Asia","Afghanistan",4,30,2020,2127,187,64,3,NA,NA
"68",68,"Asia","Afghanistan",5,1,2020,2291,164,68,4,NA,NA
"69",69,"Asia","Afghanistan",5,2,2020,2470,179,72,4,NA,NA
"70",70,"Asia","Afghanistan",5,3,2020,2705,235,85,13,NA,NA
"71",71,"Asia","Afghanistan",5,4,2020,2895,190,90,5,NA,NA
"72",72,"Asia","Afghanistan",5,5,2020,3225,330,95,5,NA,NA
"73",73,"Asia","Afghanistan",5,6,2020,3393,168,104,9,NA,NA
"74",74,"Asia","Afghanistan",5,7,2020,3564,171,106,2,NA,NA
"75",75,"Asia","Afghanistan",5,8,2020,3781,217,109,3,NA,NA
"76",76,"Asia","Afghanistan",5,9,2020,4042,261,115,6,NA,NA
"77",77,"Asia","Afghanistan",5,10,2020,4403,361,120,5,NA,NA
"78",78,"Asia","Afghanistan",5,11,2020,4687,284,122,2,NA,NA
"79",79,"Asia","Afghanistan",5,12,2020,4968,281,127,5,NA,NA
"80",80,"Asia","Afghanistan",5,13,2020,5227,259,132,5,NA,NA
"81",81,"Asia","Afghanistan",5,14,2020,5640,413,136,4,NA,NA
"82",82,"Asia","Afghanistan",5,15,2020,6054,414,153,17,NA,NA
"83",83,"Asia","Afghanistan",5,16,2020,6403,349,168,15,NA,NA
"84",84,"Asia","Afghanistan",5,17,2020,6665,262,170,2,NA,NA
"85",85,"Asia","Afghanistan",5,18,2020,7073,408,173,3,NA,NA
"86",86,"Asia","Afghanistan",5,19,2020,7654,581,178,5,NA,NA
"87",87,"Asia","Afghanistan",5,20,2020,8146,492,188,10,NA,NA
"88",88,"Asia","Afghanistan",5,21,2020,8677,531,194,6,NA,NA
"89",89,"Asia","Afghanistan",5,22,2020,9219,542,206,12,NA,NA
"90",90,"Asia","Afghanistan",5,23,2020,10001,782,217,11,NA,NA
"91",91,"Asia","Afghanistan",5,24,2020,10585,584,219,2,NA,NA
"92",92,"Asia","Afghanistan",5,25,2020,11176,591,220,1,NA,NA
"93",93,"Asia","Afghanistan",5,26,2020,11834,658,221,1,NA,NA
"94",94,"Asia","Afghanistan",5,27,2020,12459,625,228,7,NA,NA
"95",95,"Asia","Afghanistan",5,28,2020,13039,580,236,8,NA,NA
"96",96,"Asia","Afghanistan",5,29,2020,13662,623,247,11,NA,NA
"97",97,"Asia","Afghanistan",5,30,2020,14528,866,250,3,NA,NA
"98",98,"Asia","Afghanistan",5,31,2020,15208,680,258,8,NA,NA
"99",99,"Asia","Afghanistan",6,1,2020,15753,545,266,8,NA,NA
"100",100,"Asia","Afghanistan",6,2,2020,16512,759,274,8,NA,NA
"101",101,"Asia","Afghanistan",6,3,2020,17270,758,298,24,NA,NA
"102",102,"Asia","Afghanistan",6,4,2020,18057,787,304,6,NA,NA
"103",103,"Asia","Afghanistan",6,5,2020,18972,915,313,9,NA,NA
"104",104,"Asia","Afghanistan",6,6,2020,19554,582,331,18,NA,NA
"105",105,"Asia","Afghanistan",6,7,2020,20345,791,361,30,NA,NA
"106",106,"Asia","Afghanistan",6,8,2020,20920,575,373,12,NA,NA
"107",107,"Asia","Afghanistan",6,9,2020,21462,542,388,15,NA,NA
"108",108,"Asia","Afghanistan",6,10,2020,22146,684,409,21,NA,NA
"109",109,"Asia","Afghanistan",6,11,2020,22894,748,430,21,NA,NA
"110",110,"Asia","Afghanistan",6,12,2020,23550,656,450,20,NA,NA
"111",111,"Asia","Afghanistan",6,13,2020,24106,556,455,5,NA,NA
"112",112,"Asia","Afghanistan",6,14,2020,24770,664,475,20,NA,NA
"113",113,"Asia","Afghanistan",6,15,2020,25531,761,482,7,NA,NA
"114",114,"Asia","Afghanistan",6,16,2020,26314,783,495,13,NA,NA
"115",115,"Asia","Afghanistan",6,17,2020,26878,564,508,13,NA,NA
"116",116,"Asia","Afghanistan",6,18,2020,27536,658,550,42,NA,NA
"117",117,"Asia","Afghanistan",6,19,2020,27882,346,552,2,NA,NA
"118",118,"Asia","Afghanistan",6,20,2020,28428,546,573,21,NA,NA
"119",119,"Asia","Afghanistan",6,21,2020,28837,409,585,12,NA,NA
"120",120,"Asia","Afghanistan",6,22,2020,29147,310,597,12,NA,NA
"121",121,"Asia","Afghanistan",6,23,2020,29471,324,617,20,NA,NA
"122",122,"Asia","Afghanistan",6,24,2020,29705,234,638,21,NA,NA
"123",123,"Asia","Afghanistan",6,25,2020,30165,460,674,36,NA,NA
"124",124,"Asia","Afghanistan",6,26,2020,30441,276,682,8,NA,NA
"125",125,"Asia","Afghanistan",6,27,2020,30606,165,716,34,NA,NA
"126",126,"Asia","Afghanistan",6,28,2020,30957,351,728,12,NA,NA
"127",127,"Asia","Afghanistan",6,29,2020,31228,271,740,12,NA,NA
"128",128,"Asia","Afghanistan",6,30,2020,31507,279,752,12,NA,NA
"129",129,"Asia","Afghanistan",7,1,2020,31826,319,780,28,NA,NA
"130",130,"Asia","Afghanistan",7,2,2020,32012,186,809,29,NA,NA
"131",131,"Asia","Afghanistan",7,3,2020,32314,302,821,12,NA,NA
"132",132,"Asia","Afghanistan",7,4,2020,32662,348,828,7,NA,NA
"133",133,"Asia","Afghanistan",7,5,2020,32941,279,866,38,NA,NA
"134",134,"Asia","Afghanistan",7,6,2020,33180,239,900,34,NA,NA
"135",135,"Asia","Afghanistan",7,7,2020,33374,194,922,22,NA,NA
"136",136,"Asia","Afghanistan",7,8,2020,33584,210,939,17,NA,NA
"137",137,"Asia","Afghanistan",7,9,2020,33898,314,959,20,NA,NA
"138",138,"Asia","Afghanistan",7,10,2020,34184,286,973,14,NA,NA
"139",139,"Asia","Afghanistan",7,11,2020,34356,172,996,23,NA,NA
"140",140,"Asia","Afghanistan",7,12,2020,34441,85,1012,16,NA,NA
"141",141,"Asia","Afghanistan",7,13,2020,34595,154,1040,28,NA,NA
"142",142,"Asia","Afghanistan",7,14,2020,34730,135,1064,24,NA,NA
"143",143,"Asia","Afghanistan",7,15,2020,34984,254,1096,32,NA,NA
"144",144,"Asia","Afghanistan",7,16,2020,35060,76,1117,21,NA,NA
"145",145,"Asia","Afghanistan",7,17,2020,35219,159,1149,32,NA,NA
"146",146,"Asia","Afghanistan",7,18,2020,35279,60,1166,17,NA,NA
"147",147,"Asia","Afghanistan",7,19,2020,35453,174,1183,17,NA,NA
"148",148,"Asia","Afghanistan",7,20,2020,35493,40,1185,2,NA,NA
"149",149,"Asia","Afghanistan",7,21,2020,35605,112,1188,3,NA,NA
"150",150,"Asia","Afghanistan",7,22,2020,35717,112,1192,4,NA,NA
"151",151,"Asia","Afghanistan",7,23,2020,35918,201,1213,21,NA,NA
"152",152,"Asia","Afghanistan",7,24,2020,35978,60,1227,14,NA,NA
"153",153,"Asia","Afghanistan",7,25,2020,36026,48,1249,22,NA,NA
"154",154,"Asia","Afghanistan",7,26,2020,36147,121,1261,12,NA,NA
"155",155,"Asia","Afghanistan",7,27,2020,36253,106,1271,10,NA,NA
"156",156,"Asia","Afghanistan",7,28,2020,36358,105,1272,1,NA,NA
"157",157,"Asia","Afghanistan",7,29,2020,36463,105,1273,1,NA,NA
"158",158,"Asia","Afghanistan",7,30,2020,36532,69,1283,10,NA,NA
"159",159,"Asia","Afghanistan",7,31,2020,36665,133,1284,1,NA,NA
"160",160,"Asia","Afghanistan",8,1,2020,36700,35,1285,1,NA,NA
"161",161,"Asia","Afghanistan",8,2,2020,36701,1,1286,1,NA,NA
"162",162,"Asia","Afghanistan",8,3,2020,36737,36,1290,4,NA,NA
"163",163,"Asia","Afghanistan",8,4,2020,36773,36,1290,0,NA,NA
"164",164,"Asia","Afghanistan",8,5,2020,36820,47,1296,6,NA,NA
"165",165,"Asia","Afghanistan",8,6,2020,36928,108,1301,5,NA,NA
"166",166,"Asia","Afghanistan",8,7,2020,37006,78,1310,9,NA,NA
"167",167,"Asia","Afghanistan",8,8,2020,37046,40,1315,5,NA,NA
"168",168,"Asia","Afghanistan",8,9,2020,37083,37,1321,6,NA,NA
"169",169,"Asia","Afghanistan",8,10,2020,37153,70,1329,8,NA,NA
"170",170,"Asia","Afghanistan",8,11,2020,37260,107,1346,17,NA,NA
"171",171,"Asia","Afghanistan",8,12,2020,37336,76,1356,10,NA,NA
"172",172,"Asia","Afghanistan",8,13,2020,37422,86,1365,9,NA,NA
"173",173,"Asia","Afghanistan",8,14,2020,37497,75,1370,5,NA,NA
"174",174,"Asia","Afghanistan",8,15,2020,37542,45,1371,1,NA,NA
"175",175,"Asia","Afghanistan",8,16,2020,37590,48,1376,5,NA,NA
"176",176,"Asia","Afghanistan",8,17,2020,37667,77,1378,2,NA,NA
"177",177,"Asia","Afghanistan",8,18,2020,37710,43,1382,4,NA,NA
"178",178,"Asia","Afghanistan",8,19,2020,37750,40,1384,2,NA,NA
"179",179,"Asia","Afghanistan",8,20,2020,37852,102,1386,2,NA,NA
"180",180,"Asia","Afghanistan",8,21,2020,37885,33,1386,0,NA,NA
"181",181,"Asia","Afghanistan",8,22,2020,37944,59,1386,0,NA,NA
"182",182,"Asia","Afghanistan",8,23,2020,37990,46,1388,2,NA,NA
"183",183,"Asia","Afghanistan",8,24,2020,38045,55,1390,2,NA,NA
"184",184,"Asia","Afghanistan",8,25,2020,38061,16,1398,8,NA,NA
"185",185,"Asia","Afghanistan",8,26,2020,38103,42,1402,4,NA,NA
"186",186,"Asia","Afghanistan",8,27,2020,38119,16,1402,0,NA,NA
"187",187,"Asia","Afghanistan",8,28,2020,38130,11,1403,1,NA,NA
"188",188,"Asia","Afghanistan",8,29,2020,38133,3,1403,0,NA,NA
"189",189,"Asia","Afghanistan",8,30,2020,38155,22,1403,0,NA,NA
"190",190,"Asia","Afghanistan",8,31,2020,38159,4,1403,0,NA,NA
"191",191,"Asia","Afghanistan",9,1,2020,38193,34,1407,4,NA,NA
"192",192,"Asia","Afghanistan",9,2,2020,38243,50,1410,3,NA,NA
"193",193,"Asia","Afghanistan",9,3,2020,38288,45,1410,0,NA,NA
"194",194,"Asia","Afghanistan",9,4,2020,38304,16,1410,0,NA,NA
"195",195,"Asia","Afghanistan",9,5,2020,38324,20,1410,0,NA,NA
"196",196,"Asia","Afghanistan",9,6,2020,38398,74,1413,3,NA,NA
"197",197,"Asia","Afghanistan",9,7,2020,38494,96,1416,3,NA,NA
"198",198,"Asia","Afghanistan",9,8,2020,38520,26,1419,3,NA,NA
"199",199,"Asia","Afghanistan",9,9,2020,38544,24,1421,2,NA,NA
"200",200,"Asia","Afghanistan",9,10,2020,38572,28,1421,0,NA,NA
"201",201,"Asia","Afghanistan",9,11,2020,38606,34,1421,0,NA,NA
"202",202,"Asia","Afghanistan",9,12,2020,38641,35,1421,0,NA,NA
"203",203,"Asia","Afghanistan",9,13,2020,38716,75,1421,0,NA,NA
"204",204,"Asia","Afghanistan",9,14,2020,38772,56,1427,6,NA,NA
"205",205,"Asia","Afghanistan",9,15,2020,38815,43,1428,1,NA,NA
"206",206,"Asia","Afghanistan",9,16,2020,38855,40,1438,10,NA,NA
"207",207,"Asia","Afghanistan",9,17,2020,38872,17,1438,0,NA,NA
"208",208,"Asia","Afghanistan",9,18,2020,38897,25,1439,1,NA,NA
"209",209,"Asia","Afghanistan",9,19,2020,38919,22,1439,0,NA,NA
"210",210,"Asia","Afghanistan",9,20,2020,39044,125,1443,4,NA,NA
"211",211,"Asia","Afghanistan",9,21,2020,39074,30,1446,3,NA,NA
"212",212,"Asia","Afghanistan",9,22,2020,39096,22,1447,1,NA,NA
"213",213,"Asia","Afghanistan",9,23,2020,39145,49,1448,1,NA,NA
"214",214,"Asia","Afghanistan",9,24,2020,39170,25,1453,5,NA,NA
"215",215,"Asia","Afghanistan",9,25,2020,39186,16,1453,0,NA,NA
"216",216,"Asia","Afghanistan",9,26,2020,39192,6,1455,2,NA,NA
"217",217,"Asia","Afghanistan",9,27,2020,39227,35,1455,0,NA,NA
"218",218,"Asia","Afghanistan",9,28,2020,39239,12,1458,3,NA,NA
"219",219,"Asia","Afghanistan",9,29,2020,39254,15,1460,2,NA,NA
"220",220,"Asia","Afghanistan",9,30,2020,39268,14,1460,0,NA,NA
"221",221,"Asia","Afghanistan",10,1,2020,39285,17,1460,0,NA,NA
"222",222,"Asia","Afghanistan",10,2,2020,39290,5,1460,0,NA,NA
"223",223,"Asia","Afghanistan",10,3,2020,39297,7,1464,4,NA,NA
"224",224,"Asia","Afghanistan",10,4,2020,39341,44,1464,0,NA,NA
"225",225,"Asia","Afghanistan",10,5,2020,39422,81,1468,4,NA,NA
"226",226,"Asia","Afghanistan",10,6,2020,39486,64,1469,1,NA,NA
"227",227,"Asia","Afghanistan",10,7,2020,39548,62,1471,2,NA,NA
"228",228,"Asia","Afghanistan",10,8,2020,39616,68,1472,1,NA,NA
"229",229,"Asia","Afghanistan",10,9,2020,39693,77,1474,2,NA,NA
"230",230,"Asia","Afghanistan",10,10,2020,39703,10,1475,1,NA,NA
"231",231,"Asia","Afghanistan",10,11,2020,39799,96,1479,4,NA,NA
"232",232,"Asia","Afghanistan",10,12,2020,39870,71,1481,2,NA,NA
"233",233,"Asia","Afghanistan",10,13,2020,39928,58,1482,1,NA,NA
"234",234,"Asia","Afghanistan",10,14,2020,39994,66,1483,1,NA,NA
"235",235,"Asia","Afghanistan",10,15,2020,40026,32,1483,0,NA,NA
"236",236,"Asia","Afghanistan",10,16,2020,40088,62,1487,4,NA,NA
"237",237,"Asia","Afghanistan",10,17,2020,40141,53,1490,3,NA,NA
"238",238,"Asia","Afghanistan",10,18,2020,40200,59,1494,4,NA,NA
"239",239,"Asia","Afghanistan",10,19,2020,40287,87,1499,5,NA,NA
"240",240,"Asia","Afghanistan",10,20,2020,40369,82,1501,2,NA,NA
"241",241,"Asia","Afghanistan",10,21,2020,40510,141,1503,2,NA,NA
"242",242,"Asia","Afghanistan",10,22,2020,40626,116,1507,4,NA,NA
"243",243,"Asia","Afghanistan",10,23,2020,40687,61,1509,2,NA,NA
"244",244,"Asia","Afghanistan",10,24,2020,40768,81,1513,4,NA,NA
"245",245,"Asia","Afghanistan",10,25,2020,40833,65,1516,3,NA,NA
"246",246,"Asia","Afghanistan",10,26,2020,40937,104,1520,4,NA,NA
"247",247,"Asia","Afghanistan",10,27,2020,41032,95,1525,5,NA,NA
"248",248,"Asia","Afghanistan",10,28,2020,41145,113,1531,6,NA,NA
"249",249,"Asia","Afghanistan",10,29,2020,41268,123,1534,3,NA,NA
"250",250,"Asia","Afghanistan",10,30,2020,41334,66,1535,1,NA,NA
"251",251,"Asia","Afghanistan",10,31,2020,41425,91,1538,3,NA,NA
"252",252,"Asia","Afghanistan",11,1,2020,41501,76,1538,0,NA,NA
"253",253,"Asia","Afghanistan",11,2,2020,41633,132,1544,6,NA,NA
"254",254,"Asia","Afghanistan",11,3,2020,41728,95,1547,3,NA,NA
"255",255,"Asia","Afghanistan",11,4,2020,41814,86,1551,4,NA,NA
"256",256,"Asia","Afghanistan",11,5,2020,41935,121,1557,6,NA,NA
"257",257,"Asia","Afghanistan",11,6,2020,41975,40,1557,0,NA,NA
"258",258,"Asia","Afghanistan",11,7,2020,42033,58,1559,2,NA,NA
"259",259,"Asia","Afghanistan",11,8,2020,42159,126,1565,6,NA,NA
"260",260,"Asia","Afghanistan",11,9,2020,42297,138,1577,12,NA,NA
"261",261,"Asia","Afghanistan",11,10,2020,42463,166,1580,3,NA,NA
"262",262,"Asia","Afghanistan",11,11,2020,42609,146,1584,4,NA,NA
"263",263,"Asia","Afghanistan",11,12,2020,42795,186,1594,10,NA,NA
"264",264,"Asia","Afghanistan",11,13,2020,42969,174,1598,4,NA,NA
"265",265,"Asia","Afghanistan",11,14,2020,43035,66,1608,10,NA,NA
"266",266,"Asia","Afghanistan",11,15,2020,43240,205,1620,12,NA,NA
"267",267,"Asia","Afghanistan",11,16,2020,43468,228,1635,15,NA,NA
"268",268,"Asia","Afghanistan",11,17,2020,43681,213,1641,6,NA,NA
"269",269,"Asia","Afghanistan",11,18,2020,43924,243,1648,7,NA,NA
"270",270,"Asia","Afghanistan",11,19,2020,44177,253,1653,5,NA,NA
"271",271,"Asia","Afghanistan",11,20,2020,44363,186,1666,13,NA,NA
"272",272,"Asia","Afghanistan",11,21,2020,44503,140,1678,12,NA,NA
"273",273,"Asia","Afghanistan",11,22,2020,44706,203,1690,12,NA,NA
"274",274,"Asia","Afghanistan",11,23,2020,44988,282,1702,12,NA,NA
"275",275,"Asia","Afghanistan",11,24,2020,45174,186,1715,13,NA,NA
"276",276,"Asia","Afghanistan",11,25,2020,45384,210,1728,13,NA,NA
"277",277,"Asia","Afghanistan",11,26,2020,45600,216,1737,9,NA,NA
"278",278,"Asia","Afghanistan",11,27,2020,45723,123,1740,3,NA,NA
"279",279,"Asia","Afghanistan",11,28,2020,45844,121,1752,12,NA,NA
"280",280,"Asia","Afghanistan",11,29,2020,46116,272,1774,22,NA,NA
"281",281,"Asia","Afghanistan",11,30,2020,46274,158,1795,21,NA,NA
"282",282,"Asia","Afghanistan",12,1,2020,46516,242,1822,27,NA,NA
"283",283,"Asia","Afghanistan",12,2,2020,46718,202,1841,19,NA,NA
"284",284,"Asia","Afghanistan",12,3,2020,46837,119,1846,5,NA,NA
"285",285,"Asia","Afghanistan",12,4,2020,46837,0,1846,0,NA,NA
"286",286,"Asia","Afghanistan",12,5,2020,47072,235,1864,18,NA,NA
"287",287,"Asia","Afghanistan",12,6,2020,47306,234,1874,10,NA,NA
"288",288,"Asia","Afghanistan",12,7,2020,47516,210,1900,26,NA,NA
"289",289,"Asia","Afghanistan",12,8,2020,47716,200,1906,6,NA,NA
"290",290,"Asia","Afghanistan",12,9,2020,47851,135,1919,13,NA,NA
"291",291,"Asia","Afghanistan",12,10,2020,48053,202,1935,16,NA,NA
"292",292,"Asia","Afghanistan",12,11,2020,48116,63,1945,10,NA,NA
"293",293,"Asia","Afghanistan",12,12,2020,48229,113,1956,11,NA,NA
"294",294,"Asia","Afghanistan",12,13,2020,48527,298,1965,9,NA,NA
"295",295,"Asia","Afghanistan",12,14,2020,48718,191,1969,4,NA,NA
"296",296,"Asia","Afghanistan",12,15,2020,48952,234,1995,26,NA,NA
"297",297,"Asia","Afghanistan",12,16,2020,49161,209,2011,16,NA,NA
"298",298,"Asia","Afghanistan",12,17,2020,49378,217,2025,14,NA,NA
"299",299,"Asia","Afghanistan",12,18,2020,49621,243,2030,5,NA,NA
"300",300,"Asia","Afghanistan",12,19,2020,49681,60,2047,17,NA,NA
"301",301,"Asia","Afghanistan",12,20,2020,49817,136,2067,20,NA,NA
"302",302,"Asia","Afghanistan",12,21,2020,50013,196,2082,15,NA,NA
"303",303,"Asia","Afghanistan",12,22,2020,50190,177,2096,14,NA,NA
"304",304,"Asia","Afghanistan",12,23,2020,50433,243,2117,21,NA,NA
"305",305,"Asia","Afghanistan",12,24,2020,50655,222,2126,9,NA,NA
"306",306,"Asia","Afghanistan",12,25,2020,50810,155,2139,13,NA,NA
"307",307,"Asia","Afghanistan",12,26,2020,50886,76,2149,10,NA,NA
"308",308,"Asia","Afghanistan",12,27,2020,51039,153,2160,11,NA,NA
"309",309,"Asia","Afghanistan",12,28,2020,51280,241,2174,14,NA,NA
"310",310,"Asia","Afghanistan",12,29,2020,51350,70,2179,5,NA,NA
"311",311,"Asia","Afghanistan",12,30,2020,51405,55,2181,2,NA,NA
"312",312,"Asia","Afghanistan",12,31,2020,51526,121,2191,10,NA,NA
"313",313,"Asia","Afghanistan",1,1,2021,51526,0,2191,0,NA,NA
"314",314,"Asia","Afghanistan",1,2,2021,51526,0,2191,0,NA,NA
"315",315,"Asia","Afghanistan",1,3,2021,51526,0,2191,0,NA,NA
"316",316,"Asia","Afghanistan",1,4,2021,53011,1485,2237,46,NA,NA
"317",317,"Asia","Afghanistan",1,5,2021,53105,94,2244,7,NA,NA
"318",318,"Asia","Afghanistan",1,6,2021,53105,0,2244,0,NA,NA
"319",319,"Asia","Afghanistan",1,7,2021,53207,102,2253,9,NA,NA
"320",320,"Asia","Afghanistan",1,8,2021,53332,125,2257,4,NA,NA
"321",321,"Asia","Afghanistan",1,9,2021,53400,68,2264,7,NA,NA
"322",322,"Asia","Afghanistan",1,10,2021,53489,89,2277,13,NA,NA
"323",323,"Asia","Afghanistan",1,11,2021,53538,49,2288,11,NA,NA
"324",324,"Asia","Afghanistan",1,12,2021,53584,46,2301,13,NA,NA
"325",325,"Asia","Afghanistan",1,13,2021,53584,0,2301,0,NA,NA
"326",326,"Asia","Afghanistan",1,14,2021,53775,191,2314,13,NA,NA
"327",327,"Asia","Afghanistan",1,15,2021,53831,56,2324,10,NA,NA
"328",328,"Asia","Afghanistan",1,16,2021,53938,107,2336,12,NA,NA
"329",329,"Asia","Afghanistan",1,17,2021,53984,46,2339,3,NA,NA
"330",330,"Asia","Afghanistan",1,18,2021,54062,78,2343,4,NA,NA
"331",331,"Asia","Afghanistan",1,19,2021,54141,79,2346,3,NA,NA
"332",332,"Asia","Afghanistan",1,20,2021,54278,137,2354,8,NA,NA
"333",333,"Asia","Afghanistan",1,21,2021,54403,125,2363,9,NA,NA
"334",334,"Asia","Afghanistan",1,22,2021,54483,80,2370,7,NA,NA
"335",335,"Asia","Afghanistan",1,23,2021,54559,76,2373,3,NA,NA
"336",336,"Asia","Afghanistan",1,24,2021,54595,36,2378,5,NA,NA
"337",337,"Asia","Afghanistan",1,25,2021,54672,77,2385,7,NA,NA
"338",338,"Asia","Afghanistan",1,26,2021,54750,78,2389,4,NA,NA
"339",339,"Asia","Afghanistan",1,27,2021,54854,104,2389,0,NA,NA
"340",340,"Asia","Afghanistan",1,28,2021,54891,37,2397,8,NA,NA
"341",341,"Asia","Afghanistan",1,29,2021,54939,48,2399,2,NA,NA
"342",342,"Asia","Afghanistan",1,30,2021,55008,69,2400,1,NA,NA
"343",343,"Asia","Afghanistan",1,31,2021,55023,15,2400,0,NA,NA
"344",344,"Asia","Afghanistan",2,1,2021,55059,36,2404,4,NA,NA
"345",345,"Asia","Afghanistan",2,2,2021,55121,62,2405,1,NA,NA
"346",346,"Asia","Afghanistan",2,3,2021,55174,53,2406,1,NA,NA
"347",347,"Asia","Afghanistan",2,4,2021,55231,57,2407,1,NA,NA
"348",348,"Asia","Afghanistan",2,5,2021,55265,34,2407,0,NA,NA
"349",349,"Asia","Afghanistan",2,6,2021,55330,65,2408,1,NA,NA
"350",350,"Asia","Afghanistan",2,7,2021,55335,5,2410,2,NA,NA
"351",351,"Asia","Afghanistan",2,8,2021,55359,24,2413,3,NA,NA
"352",352,"Asia","Afghanistan",2,9,2021,55384,25,2414,1,NA,NA
