"","X","continent","location","month","day","year","total_cases","new_cases","total_deaths","new_deaths","total_vaccinations","people_vaccinated"
"20890",20890,"Europe","Austria",2,18,2021,439841,1967,8312,22,525043,313224
"20891",20891,"Europe","Austria",2,19,2021,441659,1818,8348,36,546296,326081
"20892",20892,"Europe","Austria",2,20,2021,443536,1877,8368,20,559210,337296
"20893",20893,"Europe","Austria",2,21,2021,445374,1838,8386,18,565173,342892
"20894",20894,"Europe","Austria",2,22,2021,446644,1270,8397,11,572062,347965
"20895",20895,"Europe","Austria",2,23,2021,448371,1727,8434,37,586677,358153
"20896",20896,"Europe","Austria",2,24,2021,450376,2005,8470,36,606245,374302
"20897",20897,"Europe","Austria",2,25,2021,452767,2391,8493,23,625989,390518
"20898",20898,"Europe","Austria",2,26,2021,454860,2093,8515,22,654498,414342
"20899",20899,"Europe","Austria",2,27,2021,457317,2457,8538,23,679137,437033
"20900",20900,"Europe","Austria",2,28,2021,459440,2123,8561,23,689430,446881
"20901",20901,"Europe","Austria",3,1,2021,460849,1409,8574,13,698028,454633
"20902",20902,"Europe","Austria",3,2,2021,462769,1920,8605,31,723018,477314
"20903",20903,"Europe","Austria",3,3,2021,465322,2553,8625,20,750662,502627
"20904",20904,"Europe","Austria",3,4,2021,467646,2324,8652,27,777611,526833
"20905",20905,"Europe","Austria",3,5,2021,470314,2668,8669,17,813748,560065
"20906",20906,"Europe","Austria",3,6,2021,472871,2557,8694,25,841672,585474
"20907",20907,"Europe","Austria",3,7,2021,475070,2199,8713,19,853525,596677
"20908",20908,"Europe","Austria",3,8,2021,476980,1910,8732,19,864939,606724
"20909",20909,"Europe","Austria",3,9,2021,479391,2411,8757,25,892971,631306
"20910",20910,"Europe","Austria",3,10,2021,481919,2528,8776,19,921689,655553
"20911",20911,"Europe","Austria",3,11,2021,484916,2997,8798,22,966100,694556
"20912",20912,"Europe","Austria",3,12,2021,488042,3126,8831,33,1023838,746968
"20913",20913,"Europe","Austria",3,13,2021,491065,3023,8856,25,1075848,793254
"20914",20914,"Europe","Austria",3,14,2021,493568,2503,8873,17,1105520,818681
"20915",20915,"Europe","Austria",3,15,2021,495464,1896,8892,19,1126172,837073
"20916",20916,"Europe","Austria",3,16,2021,497889,2425,8925,33,1154197,858859
"20917",20917,"Europe","Austria",3,17,2021,501224,3335,8956,31,1188079,884714
"20918",20918,"Europe","Austria",3,18,2021,504581,3357,8982,26,1222571,911187
"20919",20919,"Europe","Austria",3,19,2021,508096,3515,9024,42,1275893,955980
"20920",20920,"Europe","Austria",3,20,2021,511440,3344,9052,28,1322818,993435
"20921",20921,"Europe","Austria",3,21,2021,514153,2713,9074,22,1338294,1005044
"20922",20922,"Europe","Austria",3,22,2021,516565,2412,9089,15,1353947,1018209
"20923",20923,"Europe","Austria",3,23,2021,519980,3415,9121,32,1388645,1036716
"20924",20924,"Europe","Austria",3,24,2021,523269,3289,9151,30,1427484,1057908
"20925",20925,"Europe","Austria",3,25,2021,526393,3124,9178,27,1472430,1086791
"20926",20926,"Europe","Austria",3,26,2021,530288,3895,9200,22,1522277,1118432
"20927",20927,"Europe","Austria",3,27,2021,533786,3498,9231,31,1562833,1144416
"20928",20928,"Europe","Austria",3,28,2021,536465,2679,9256,25,1577259,1154201
"20929",20929,"Europe","Austria",3,29,2021,539541,3076,9275,19,1603429,1174913
"20930",20930,"Europe","Austria",3,30,2021,542542,3001,9308,33,1643908,1203832
"20931",20931,"Europe","Austria",3,31,2021,546229,3687,9339,31,1678369,1225585
"20932",20932,"Europe","Austria",4,1,2021,549592,3363,9368,29,1719487,1247959
"20933",20933,"Europe","Austria",4,2,2021,552729,3137,9397,29,1762652,1272357
"20934",20934,"Europe","Austria",4,3,2021,556012,3283,9434,37,1784107,1284950
"20935",20935,"Europe","Austria",4,4,2021,558755,2743,9449,15,1794049,1293142
"20936",20936,"Europe","Austria",4,5,2021,560972,2217,9482,33,1806488,1300831
"20937",20937,"Europe","Austria",4,6,2021,562907,1935,9517,35,1843717,1326226
"20938",20938,"Europe","Austria",4,7,2021,566008,3101,9546,29,1897771,1364705
"20939",20939,"Europe","Austria",4,8,2021,568914,2906,9586,40,1968345,1410481
"20940",20940,"Europe","Austria",4,9,2021,571616,2702,9624,38,2044769,1454841
"20941",20941,"Europe","Austria",4,10,2021,574755,3139,9662,38,2108704,1490698
"20942",20942,"Europe","Austria",4,11,2021,577007,2252,9687,25,2134425,1500872
"20943",20943,"Europe","Austria",4,12,2021,578950,1943,9706,19,2167803,1527620
"20944",20944,"Europe","Austria",4,13,2021,581263,2313,9748,42,2210666,1559595
"20945",20945,"Europe","Austria",4,14,2021,584205,2942,9779,31,2273058,1611219
"20946",20946,"Europe","Austria",4,15,2021,586883,2678,9813,34,2340619,1662679
"20947",20947,"Europe","Austria",4,16,2021,589299,2416,9843,30,2405952,1711643
"20948",20948,"Europe","Austria",4,17,2021,591347,2048,9870,27,2459606,1745401
"20949",20949,"Europe","Austria",4,18,2021,593423,2076,9898,28,2477932,1759558
"20950",20950,"Europe","Austria",4,19,2021,595540,2117,9922,24,NA,NA
"20951",20951,"Europe","Belarus",2,28,2020,1,1,NA,NA,NA,NA
"20952",20952,"Europe","Belarus",2,29,2020,1,0,NA,NA,NA,NA
"20953",20953,"Europe","Belarus",3,1,2020,1,0,NA,NA,NA,NA
"20954",20954,"Europe","Belarus",3,2,2020,1,0,NA,NA,NA,NA
"20955",20955,"Europe","Belarus",3,3,2020,1,0,NA,NA,NA,NA
"20956",20956,"Europe","Belarus",3,4,2020,6,5,NA,NA,NA,NA
"20957",20957,"Europe","Belarus",3,5,2020,6,0,NA,NA,NA,NA
"20958",20958,"Europe","Belarus",3,6,2020,6,0,NA,NA,NA,NA
"20959",20959,"Europe","Belarus",3,7,2020,6,0,NA,NA,NA,NA
"20960",20960,"Europe","Belarus",3,8,2020,6,0,NA,NA,NA,NA
"20961",20961,"Europe","Belarus",3,9,2020,6,0,NA,NA,NA,NA
"20962",20962,"Europe","Belarus",3,10,2020,9,3,NA,NA,NA,NA
"20963",20963,"Europe","Belarus",3,11,2020,9,0,NA,NA,NA,NA
"20964",20964,"Europe","Belarus",3,12,2020,12,3,NA,NA,NA,NA
"20965",20965,"Europe","Belarus",3,13,2020,27,15,NA,NA,NA,NA
"20966",20966,"Europe","Belarus",3,14,2020,27,0,NA,NA,NA,NA
"20967",20967,"Europe","Belarus",3,15,2020,27,0,NA,NA,NA,NA
"20968",20968,"Europe","Belarus",3,16,2020,36,9,NA,NA,NA,NA
"20969",20969,"Europe","Belarus",3,17,2020,36,0,NA,NA,NA,NA
"20970",20970,"Europe","Belarus",3,18,2020,51,15,NA,NA,NA,NA
"20971",20971,"Europe","Belarus",3,19,2020,51,0,NA,NA,NA,NA
"20972",20972,"Europe","Belarus",3,20,2020,69,18,NA,NA,NA,NA
"20973",20973,"Europe","Belarus",3,21,2020,76,7,NA,NA,NA,NA
"20974",20974,"Europe","Belarus",3,22,2020,76,0,NA,NA,NA,NA
"20975",20975,"Europe","Belarus",3,23,2020,81,5,NA,NA,NA,NA
"20976",20976,"Europe","Belarus",3,24,2020,81,0,NA,NA,NA,NA
"20977",20977,"Europe","Belarus",3,25,2020,86,5,NA,NA,NA,NA
"20978",20978,"Europe","Belarus",3,26,2020,86,0,NA,NA,NA,NA
"20979",20979,"Europe","Belarus",3,27,2020,94,8,NA,NA,NA,NA
"20980",20980,"Europe","Belarus",3,28,2020,94,0,NA,NA,NA,NA
"20981",20981,"Europe","Belarus",3,29,2020,94,0,NA,NA,NA,NA
"20982",20982,"Europe","Belarus",3,30,2020,152,58,NA,NA,NA,NA
"20983",20983,"Europe","Belarus",3,31,2020,152,0,1,1,NA,NA
"20984",20984,"Europe","Belarus",4,1,2020,163,11,2,1,NA,NA
"20985",20985,"Europe","Belarus",4,2,2020,304,141,4,2,NA,NA
"20986",20986,"Europe","Belarus",4,3,2020,351,47,4,0,NA,NA
"20987",20987,"Europe","Belarus",4,4,2020,440,89,5,1,NA,NA
"20988",20988,"Europe","Belarus",4,5,2020,562,122,8,3,NA,NA
"20989",20989,"Europe","Belarus",4,6,2020,700,138,13,5,NA,NA
"20990",20990,"Europe","Belarus",4,7,2020,861,161,13,0,NA,NA
"20991",20991,"Europe","Belarus",4,8,2020,1066,205,13,0,NA,NA
"20992",20992,"Europe","Belarus",4,9,2020,1486,420,16,3,NA,NA
"20993",20993,"Europe","Belarus",4,10,2020,1981,495,19,3,NA,NA
"20994",20994,"Europe","Belarus",4,11,2020,2226,245,23,4,NA,NA
"20995",20995,"Europe","Belarus",4,12,2020,2578,352,26,3,NA,NA
"20996",20996,"Europe","Belarus",4,13,2020,2919,341,29,3,NA,NA
"20997",20997,"Europe","Belarus",4,14,2020,3281,362,33,4,NA,NA
"20998",20998,"Europe","Belarus",4,15,2020,3728,447,36,3,NA,NA
"20999",20999,"Europe","Belarus",4,16,2020,4204,476,40,4,NA,NA
"21000",21000,"Europe","Belarus",4,17,2020,4779,575,42,2,NA,NA
"21001",21001,"Europe","Belarus",4,18,2020,5297,518,45,3,NA,NA
"21002",21002,"Europe","Belarus",4,19,2020,5807,510,47,2,NA,NA
"21003",21003,"Europe","Belarus",4,20,2020,6264,457,51,4,NA,NA
"21004",21004,"Europe","Belarus",4,21,2020,6723,459,55,4,NA,NA
"21005",21005,"Europe","Belarus",4,22,2020,7281,558,58,3,NA,NA
"21006",21006,"Europe","Belarus",4,23,2020,8022,741,60,2,NA,NA
"21007",21007,"Europe","Belarus",4,24,2020,8773,751,63,3,NA,NA
"21008",21008,"Europe","Belarus",4,25,2020,9590,817,67,4,NA,NA
"21009",21009,"Europe","Belarus",4,26,2020,10463,873,72,5,NA,NA
"21010",21010,"Europe","Belarus",4,27,2020,11289,826,75,3,NA,NA
"21011",21011,"Europe","Belarus",4,28,2020,12208,919,79,4,NA,NA
"21012",21012,"Europe","Belarus",4,29,2020,13181,973,84,5,NA,NA
"21013",21013,"Europe","Belarus",4,30,2020,14027,846,89,5,NA,NA
"21014",21014,"Europe","Belarus",5,1,2020,14917,890,93,4,NA,NA
"21015",21015,"Europe","Belarus",5,2,2020,15828,911,97,4,NA,NA
"21016",21016,"Europe","Belarus",5,3,2020,16705,877,99,2,NA,NA
"21017",21017,"Europe","Belarus",5,4,2020,17489,784,103,4,NA,NA
"21018",21018,"Europe","Belarus",5,5,2020,18350,861,107,4,NA,NA
"21019",21019,"Europe","Belarus",5,6,2020,19255,905,112,5,NA,NA
"21020",21020,"Europe","Belarus",5,7,2020,20168,913,116,4,NA,NA
"21021",21021,"Europe","Belarus",5,8,2020,21101,933,121,5,NA,NA
"21022",21022,"Europe","Belarus",5,9,2020,22052,951,126,5,NA,NA
"21023",21023,"Europe","Belarus",5,10,2020,22973,921,131,5,NA,NA
"21024",21024,"Europe","Belarus",5,11,2020,23906,933,135,4,NA,NA
"21025",21025,"Europe","Belarus",5,12,2020,24873,967,142,7,NA,NA
"21026",21026,"Europe","Belarus",5,13,2020,25825,952,146,4,NA,NA
"21027",21027,"Europe","Belarus",5,14,2020,26772,947,151,5,NA,NA
"21028",21028,"Europe","Belarus",5,15,2020,27730,958,156,5,NA,NA
"21029",21029,"Europe","Belarus",5,16,2020,28681,951,160,4,NA,NA
"21030",21030,"Europe","Belarus",5,17,2020,29650,969,165,5,NA,NA
"21031",21031,"Europe","Belarus",5,18,2020,30572,922,171,6,NA,NA
"21032",21032,"Europe","Belarus",5,19,2020,31508,936,175,4,NA,NA
"21033",21033,"Europe","Belarus",5,20,2020,32426,918,179,4,NA,NA
"21034",21034,"Europe","Belarus",5,21,2020,33371,945,185,6,NA,NA
"21035",21035,"Europe","Belarus",5,22,2020,34303,932,190,5,NA,NA
"21036",21036,"Europe","Belarus",5,23,2020,35244,941,194,4,NA,NA
"21037",21037,"Europe","Belarus",5,24,2020,36198,954,199,5,NA,NA
"21038",21038,"Europe","Belarus",5,25,2020,37144,946,204,5,NA,NA
"21039",21039,"Europe","Belarus",5,26,2020,38059,915,208,4,NA,NA
"21040",21040,"Europe","Belarus",5,27,2020,38956,897,214,6,NA,NA
"21041",21041,"Europe","Belarus",5,28,2020,39858,902,219,5,NA,NA
"21042",21042,"Europe","Belarus",5,29,2020,40764,906,224,5,NA,NA
"21043",21043,"Europe","Belarus",5,30,2020,41658,894,229,5,NA,NA
"21044",21044,"Europe","Belarus",5,31,2020,42556,898,235,6,NA,NA
"21045",21045,"Europe","Belarus",6,1,2020,43403,847,240,5,NA,NA
"21046",21046,"Europe","Belarus",6,2,2020,44255,852,243,3,NA,NA
"21047",21047,"Europe","Belarus",6,3,2020,45116,861,248,5,NA,NA
"21048",21048,"Europe","Belarus",6,4,2020,45981,865,253,5,NA,NA
"21049",21049,"Europe","Belarus",6,5,2020,46868,887,259,6,NA,NA
"21050",21050,"Europe","Belarus",6,6,2020,47751,883,263,4,NA,NA
"21051",21051,"Europe","Belarus",6,7,2020,48630,879,269,6,NA,NA
"21052",21052,"Europe","Belarus",6,8,2020,49453,823,276,7,NA,NA
"21053",21053,"Europe","Belarus",6,9,2020,50265,812,282,6,NA,NA
"21054",21054,"Europe","Belarus",6,10,2020,51066,801,288,6,NA,NA
"21055",21055,"Europe","Belarus",6,11,2020,51816,750,293,5,NA,NA
"21056",21056,"Europe","Belarus",6,12,2020,52520,704,298,5,NA,NA
"21057",21057,"Europe","Belarus",6,13,2020,53241,721,303,5,NA,NA
"21058",21058,"Europe","Belarus",6,14,2020,53973,732,308,5,NA,NA
"21059",21059,"Europe","Belarus",6,15,2020,54680,707,312,4,NA,NA
"21060",21060,"Europe","Belarus",6,16,2020,55369,689,318,6,NA,NA
"21061",21061,"Europe","Belarus",6,17,2020,56032,663,324,6,NA,NA
"21062",21062,"Europe","Belarus",6,18,2020,56657,625,331,7,NA,NA
"21063",21063,"Europe","Belarus",6,19,2020,57333,676,337,6,NA,NA
"21064",21064,"Europe","Belarus",6,20,2020,57936,603,343,6,NA,NA
"21065",21065,"Europe","Belarus",6,21,2020,58505,569,346,3,NA,NA
"21066",21066,"Europe","Belarus",6,22,2020,59023,518,351,5,NA,NA
"21067",21067,"Europe","Belarus",6,23,2020,59487,464,357,6,NA,NA
"21068",21068,"Europe","Belarus",6,24,2020,59945,458,362,5,NA,NA
"21069",21069,"Europe","Belarus",6,25,2020,60382,437,367,5,NA,NA
"21070",21070,"Europe","Belarus",6,26,2020,60713,331,373,6,NA,NA
"21071",21071,"Europe","Belarus",6,27,2020,61095,382,377,4,NA,NA
"21072",21072,"Europe","Belarus",6,28,2020,61475,380,383,6,NA,NA
"21073",21073,"Europe","Belarus",6,29,2020,61790,315,387,4,NA,NA
"21074",21074,"Europe","Belarus",6,30,2020,62118,328,392,5,NA,NA
"21075",21075,"Europe","Belarus",7,1,2020,62424,306,398,6,NA,NA
"21076",21076,"Europe","Belarus",7,2,2020,62698,274,405,7,NA,NA
"21077",21077,"Europe","Belarus",7,3,2020,62997,299,412,7,NA,NA
"21078",21078,"Europe","Belarus",7,4,2020,63270,273,418,6,NA,NA
"21079",21079,"Europe","Belarus",7,5,2020,63554,284,423,5,NA,NA
"21080",21080,"Europe","Belarus",7,6,2020,63804,250,429,6,NA,NA
"21081",21081,"Europe","Belarus",7,7,2020,64003,199,436,7,NA,NA
"21082",21082,"Europe","Belarus",7,8,2020,64224,221,443,7,NA,NA
"21083",21083,"Europe","Belarus",7,9,2020,64411,187,449,6,NA,NA
"21084",21084,"Europe","Belarus",7,10,2020,64604,193,454,5,NA,NA
"21085",21085,"Europe","Belarus",7,11,2020,64767,163,459,5,NA,NA
"21086",21086,"Europe","Belarus",7,12,2020,64932,165,464,5,NA,NA
"21087",21087,"Europe","Belarus",7,13,2020,65114,182,468,4,NA,NA
"21088",21088,"Europe","Belarus",7,14,2020,65269,155,474,6,NA,NA
"21089",21089,"Europe","Belarus",7,15,2020,65443,174,480,6,NA,NA
"21090",21090,"Europe","Belarus",7,16,2020,65623,180,485,5,NA,NA
"21091",21091,"Europe","Belarus",7,17,2020,65782,159,491,6,NA,NA
"21092",21092,"Europe","Belarus",7,18,2020,65953,171,495,4,NA,NA
"21093",21093,"Europe","Belarus",7,19,2020,66095,142,499,4,NA,NA
"21094",21094,"Europe","Belarus",7,20,2020,66213,118,503,4,NA,NA
"21095",21095,"Europe","Belarus",7,21,2020,66348,135,507,4,NA,NA
"21096",21096,"Europe","Belarus",7,22,2020,66521,173,513,6,NA,NA
"21097",21097,"Europe","Belarus",7,23,2020,66688,167,519,6,NA,NA
"21098",21098,"Europe","Belarus",7,24,2020,66846,158,524,5,NA,NA
"21099",21099,"Europe","Belarus",7,25,2020,67002,156,530,6,NA,NA
"21100",21100,"Europe","Belarus",7,26,2020,67132,130,534,4,NA,NA
"21101",21101,"Europe","Belarus",7,27,2020,67251,119,538,4,NA,NA
"21102",21102,"Europe","Belarus",7,28,2020,67366,115,543,5,NA,NA
"21103",21103,"Europe","Belarus",7,29,2020,67518,152,548,5,NA,NA
"21104",21104,"Europe","Belarus",7,30,2020,67665,147,553,5,NA,NA
"21105",21105,"Europe","Belarus",7,31,2020,67808,143,559,6,NA,NA
"21106",21106,"Europe","Belarus",8,1,2020,67946,138,563,4,NA,NA
"21107",21107,"Europe","Belarus",8,2,2020,68067,121,567,4,NA,NA
"21108",21108,"Europe","Belarus",8,3,2020,68166,99,571,4,NA,NA
"21109",21109,"Europe","Belarus",8,4,2020,68250,84,574,3,NA,NA
"21110",21110,"Europe","Belarus",8,5,2020,68376,126,577,3,NA,NA
"21111",21111,"Europe","Belarus",8,6,2020,68503,127,580,3,NA,NA
"21112",21112,"Europe","Belarus",8,7,2020,68614,111,583,3,NA,NA
"21113",21113,"Europe","Belarus",8,8,2020,68738,124,585,2,NA,NA
"21114",21114,"Europe","Belarus",8,9,2020,68850,112,587,2,NA,NA
"21115",21115,"Europe","Belarus",8,10,2020,68947,97,589,2,NA,NA
"21116",21116,"Europe","Belarus",8,11,2020,69005,58,592,3,NA,NA
"21117",21117,"Europe","Belarus",8,12,2020,69102,97,595,3,NA,NA
"21118",21118,"Europe","Belarus",8,13,2020,69203,101,599,4,NA,NA
"21119",21119,"Europe","Belarus",8,14,2020,69308,105,603,4,NA,NA
"21120",21120,"Europe","Belarus",8,15,2020,69308,0,603,0,NA,NA
"21121",21121,"Europe","Belarus",8,16,2020,69516,208,610,7,NA,NA
"21122",21122,"Europe","Belarus",8,17,2020,69589,73,613,3,NA,NA
"21123",21123,"Europe","Belarus",8,18,2020,69673,84,617,4,NA,NA
"21124",21124,"Europe","Belarus",8,19,2020,69801,128,622,5,NA,NA
"21125",21125,"Europe","Belarus",8,20,2020,69950,149,627,5,NA,NA
"21126",21126,"Europe","Belarus",8,21,2020,70111,161,632,5,NA,NA
"21127",21127,"Europe","Belarus",8,22,2020,70285,174,637,5,NA,NA
"21128",21128,"Europe","Belarus",8,23,2020,70468,183,642,5,NA,NA
"21129",21129,"Europe","Belarus",8,24,2020,70645,177,646,4,NA,NA
"21130",21130,"Europe","Belarus",8,25,2020,70727,82,652,6,NA,NA
"21131",21131,"Europe","Belarus",8,26,2020,70974,247,657,5,NA,NA
"21132",21132,"Europe","Belarus",8,27,2020,71165,191,662,5,NA,NA
"21133",21133,"Europe","Belarus",8,28,2020,71346,181,667,5,NA,NA
"21134",21134,"Europe","Belarus",8,29,2020,71523,177,671,4,NA,NA
"21135",21135,"Europe","Belarus",8,30,2020,71687,164,676,5,NA,NA
"21136",21136,"Europe","Belarus",8,31,2020,71843,156,681,5,NA,NA
"21137",21137,"Europe","Belarus",9,1,2020,71962,119,686,5,NA,NA
"21138",21138,"Europe","Belarus",9,2,2020,72141,179,691,5,NA,NA
"21139",21139,"Europe","Belarus",9,3,2020,72302,161,696,5,NA,NA
"21140",21140,"Europe","Belarus",9,4,2020,72485,183,701,5,NA,NA
"21141",21141,"Europe","Belarus",9,5,2020,72663,178,705,4,NA,NA
"21142",21142,"Europe","Belarus",9,6,2020,72859,196,711,6,NA,NA
"21143",21143,"Europe","Belarus",9,7,2020,73031,172,716,5,NA,NA
"21144",21144,"Europe","Belarus",9,8,2020,73208,177,721,5,NA,NA
"21145",21145,"Europe","Belarus",9,9,2020,73402,194,726,5,NA,NA
"21146",21146,"Europe","Belarus",9,10,2020,73591,189,732,6,NA,NA
"21147",21147,"Europe","Belarus",9,11,2020,73784,193,738,6,NA,NA
"21148",21148,"Europe","Belarus",9,12,2020,73975,191,744,6,NA,NA
"21149",21149,"Europe","Belarus",9,13,2020,74173,198,750,6,NA,NA
"21150",21150,"Europe","Belarus",9,14,2020,74360,187,756,6,NA,NA
"21151",21151,"Europe","Belarus",9,15,2020,74552,192,761,5,NA,NA
"21152",21152,"Europe","Belarus",9,16,2020,74763,211,767,6,NA,NA
"21153",21153,"Europe","Belarus",9,17,2020,74987,224,771,4,NA,NA
"21154",21154,"Europe","Belarus",9,18,2020,75230,243,773,2,NA,NA
"21155",21155,"Europe","Belarus",9,19,2020,75461,231,776,3,NA,NA
"21156",21156,"Europe","Belarus",9,20,2020,75674,213,780,4,NA,NA
"21157",21157,"Europe","Belarus",9,21,2020,75898,224,785,5,NA,NA
"21158",21158,"Europe","Belarus",9,22,2020,76104,206,791,6,NA,NA
"21159",21159,"Europe","Belarus",9,23,2020,76357,253,796,5,NA,NA
"21160",21160,"Europe","Belarus",9,24,2020,76651,294,802,6,NA,NA
"21161",21161,"Europe","Belarus",9,25,2020,76957,306,807,5,NA,NA
"21162",21162,"Europe","Belarus",9,26,2020,77289,332,813,6,NA,NA
"21163",21163,"Europe","Belarus",9,27,2020,77609,320,818,5,NA,NA
"21164",21164,"Europe","Belarus",9,28,2020,77946,337,822,4,NA,NA
"21165",21165,"Europe","Belarus",9,29,2020,78260,314,828,6,NA,NA
"21166",21166,"Europe","Belarus",9,30,2020,78631,371,833,5,NA,NA
"21167",21167,"Europe","Belarus",10,1,2020,79019,388,839,6,NA,NA
"21168",21168,"Europe","Belarus",10,2,2020,79421,402,844,5,NA,NA
"21169",21169,"Europe","Belarus",10,3,2020,79852,431,851,7,NA,NA
"21170",21170,"Europe","Belarus",10,4,2020,79852,0,851,0,NA,NA
"21171",21171,"Europe","Belarus",10,5,2020,80696,844,862,11,NA,NA
"21172",21172,"Europe","Belarus",10,6,2020,81090,394,868,6,NA,NA
"21173",21173,"Europe","Belarus",10,7,2020,81505,415,874,6,NA,NA
"21174",21174,"Europe","Belarus",10,8,2020,81982,477,880,6,NA,NA
"21175",21175,"Europe","Belarus",10,9,2020,82471,489,885,5,NA,NA
"21176",21176,"Europe","Belarus",10,10,2020,82471,0,885,0,NA,NA
"21177",21177,"Europe","Belarus",10,11,2020,83534,1063,896,11,NA,NA
"21178",21178,"Europe","Belarus",10,12,2020,83998,464,901,5,NA,NA
"21179",21179,"Europe","Belarus",10,13,2020,84524,526,906,5,NA,NA
"21180",21180,"Europe","Belarus",10,14,2020,85121,597,911,5,NA,NA
"21181",21181,"Europe","Belarus",10,15,2020,85734,613,916,5,NA,NA
"21182",21182,"Europe","Belarus",10,16,2020,86392,658,921,5,NA,NA
"21183",21183,"Europe","Belarus",10,17,2020,87063,671,925,4,NA,NA
"21184",21184,"Europe","Belarus",10,18,2020,87698,635,929,4,NA,NA
"21185",21185,"Europe","Belarus",10,19,2020,88290,592,933,4,NA,NA
"21186",21186,"Europe","Belarus",10,20,2020,88909,619,937,4,NA,NA
"21187",21187,"Europe","Belarus",10,21,2020,89642,733,941,4,NA,NA
"21188",21188,"Europe","Belarus",10,22,2020,90380,738,945,4,NA,NA
"21189",21189,"Europe","Belarus",10,23,2020,91167,787,945,0,NA,NA
"21190",21190,"Europe","Belarus",10,24,2020,91978,811,953,8,NA,NA
"21191",21191,"Europe","Belarus",10,25,2020,92823,845,957,4,NA,NA
"21192",21192,"Europe","Belarus",10,26,2020,93707,884,961,4,NA,NA
"21193",21193,"Europe","Belarus",10,27,2020,94609,902,965,4,NA,NA
"21194",21194,"Europe","Belarus",10,28,2020,95545,936,969,4,NA,NA
"21195",21195,"Europe","Belarus",10,29,2020,96529,984,973,4,NA,NA
"21196",21196,"Europe","Belarus",10,30,2020,97499,970,977,4,NA,NA
"21197",21197,"Europe","Belarus",10,31,2020,98482,983,980,3,NA,NA
"21198",21198,"Europe","Belarus",11,1,2020,99459,977,985,5,NA,NA
"21199",21199,"Europe","Belarus",11,2,2020,100400,941,989,4,NA,NA
"21200",21200,"Europe","Belarus",11,3,2020,101329,929,992,3,NA,NA
"21201",21201,"Europe","Belarus",11,4,2020,102313,984,995,3,NA,NA
"21202",21202,"Europe","Belarus",11,5,2020,103295,982,998,3,NA,NA
"21203",21203,"Europe","Belarus",11,6,2020,104286,991,1001,3,NA,NA
"21204",21204,"Europe","Belarus",11,7,2020,105283,997,1004,3,NA,NA
"21205",21205,"Europe","Belarus",11,8,2020,106279,996,1007,3,NA,NA
"21206",21206,"Europe","Belarus",11,9,2020,107262,983,1011,4,NA,NA
"21207",21207,"Europe","Belarus",11,10,2020,108300,1038,1016,5,NA,NA
"21208",21208,"Europe","Belarus",11,11,2020,109357,1057,1022,6,NA,NA
"21209",21209,"Europe","Belarus",11,12,2020,110455,1098,1027,5,NA,NA
"21210",21210,"Europe","Belarus",11,13,2020,111622,1167,1033,6,NA,NA
"21211",21211,"Europe","Belarus",11,14,2020,112870,1248,1039,6,NA,NA
"21212",21212,"Europe","Belarus",11,15,2020,114185,1315,1046,7,NA,NA
"21213",21213,"Europe","Belarus",11,16,2020,115448,1263,1053,7,NA,NA
"21214",21214,"Europe","Belarus",11,17,2020,116699,1251,1060,7,NA,NA
"21215",21215,"Europe","Belarus",11,18,2020,118008,1309,1067,7,NA,NA
"21216",21216,"Europe","Belarus",11,19,2020,119390,1382,1074,7,NA,NA
"21217",21217,"Europe","Belarus",11,20,2020,120847,1457,1081,7,NA,NA
"21218",21218,"Europe","Belarus",11,21,2020,122435,1588,1089,8,NA,NA
"21219",21219,"Europe","Belarus",11,22,2020,123999,1564,1096,7,NA,NA
"21220",21220,"Europe","Belarus",11,23,2020,125482,1483,1104,8,NA,NA
"21221",21221,"Europe","Belarus",11,24,2020,126953,1471,1112,8,NA,NA
"21222",21222,"Europe","Belarus",11,25,2020,128449,1496,1119,7,NA,NA
"21223",21223,"Europe","Belarus",11,26,2020,130012,1563,1128,9,NA,NA
"21224",21224,"Europe","Belarus",11,27,2020,131633,1621,1136,8,NA,NA
"21225",21225,"Europe","Belarus",11,28,2020,133324,1691,1143,7,NA,NA
"21226",21226,"Europe","Belarus",11,29,2020,135008,1684,1151,8,NA,NA
"21227",21227,"Europe","Belarus",11,30,2020,136647,1639,1158,7,NA,NA
"21228",21228,"Europe","Belarus",12,1,2020,138219,1572,1166,8,NA,NA
"21229",21229,"Europe","Belarus",12,2,2020,139908,1689,1174,8,NA,NA
"21230",21230,"Europe","Belarus",12,3,2020,141609,1701,1181,7,NA,NA
"21231",21231,"Europe","Belarus",12,4,2020,143383,1774,1190,9,NA,NA
"21232",21232,"Europe","Belarus",12,5,2020,145279,1896,1198,8,NA,NA
"21233",21233,"Europe","Belarus",12,6,2020,147157,1878,1207,9,NA,NA
"21234",21234,"Europe","Belarus",12,7,2020,148953,1796,1215,8,NA,NA
"21235",21235,"Europe","Belarus",12,8,2020,150602,1649,1222,7,NA,NA
"21236",21236,"Europe","Belarus",12,9,2020,152453,1851,1230,8,NA,NA
"21237",21237,"Europe","Belarus",12,10,2020,154392,1939,1238,8,NA,NA
"21238",21238,"Europe","Belarus",12,11,2020,156359,1967,1246,8,NA,NA
"21239",21239,"Europe","Belarus",12,12,2020,158334,1975,1254,8,NA,NA
"21240",21240,"Europe","Belarus",12,13,2020,160295,1961,1263,9,NA,NA
